,text,created_at,news_org,sentiment,positive,negative,neutral,compound,tweets_ago
70,"We traced Cruz’s treacherous journey from El Salvador to McAllen, Texas, through photos, texts and GPS positions… https://t.co/eyue7LZFto",Sat Jun 30 15:09:46 +0000 2018,@nytimes,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0,71
71,"Even with his family’s payment, Cruz slept amid filth and vermin. He watched guides abandon migrants who couldn’t k… https://t.co/kePNh30Pt4",Sat Jun 30 15:06:14 +0000 2018,@nytimes,"{'neg': 0.132, 'neu': 0.868, 'pos': 0.0, 'compound': -0.4404}",0.0,0.132,0.868,-0.4404,72
72,"The family of Christopher Cruz, 22, paid more than $12,000 for him to be smuggled into the U.S. from El Salvador. C… https://t.co/PpMw1FDWI4",Sat Jun 30 15:03:03 +0000 2018,@nytimes,"{'neg': 0.102, 'neu': 0.898, 'pos': 0.0, 'compound': -0.3612}",0.0,0.102,0.898,-0.3612,73
73,More and more desperate families are turning to complex and dangerous smuggling techniques to get relatives to the… https://t.co/ogeBRAcfxz,Sat Jun 30 15:00:12 +0000 2018,@nytimes,"{'neg': 0.361, 'neu': 0.639, 'pos': 0.0, 'compound': -0.8425}",0.0,0.361,0.639,-0.8425,74
74,A look inside Tesla's factory shows the audacity of Elon Musk's strategy to make cars a different way —  and the ri… https://t.co/uxNPVR77uj,Sat Jun 30 14:45:01 +0000 2018,@nytimes,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0,75
75,"A museum dedicated to the history of Philadelphia is closing its doors to the public, and it is unclear when — or w… https://t.co/l7b0f3oWZs",Sat Jun 30 14:30:10 +0000 2018,@nytimes,"{'neg': 0.08, 'neu': 0.8, 'pos': 0.12, 'compound': 0.25}",0.12,0.08,0.8,0.25,76
76,"Here are the top films that our chief critics, A.O. Scott and Manohla Dargis, are recommending so far this year https://t.co/GkW5dR86yi",Sat Jun 30 14:17:02 +0000 2018,@nytimes,"{'neg': 0.096, 'neu': 0.826, 'pos': 0.078, 'compound': -0.1027}",0.078,0.096,0.826,-0.1027,77
77,Your weekend playlist has arrived. Here are the week’s most notable new songs and videos. https://t.co/qE0PkfffvF,Sat Jun 30 14:02:05 +0000 2018,@nytimes,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0,78
78,Parents and Children Remain Separated by Miles and Bureaucracy https://t.co/vtaYjBF9WM,Sat Jun 30 13:54:13 +0000 2018,@nytimes,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0,79
79,Where do New York City’s elite high schools get their students? Our map shows that 10 middle schools account for a… https://t.co/eidDFtzyrQ,Sat Jun 30 13:41:06 +0000 2018,@nytimes,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0,80
80,Can Elon Musk and Tesla Reinvent the Way Cars Are Made? https://t.co/jypoE3Xulj,Sat Jun 30 13:25:07 +0000 2018,@nytimes,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0,81
81,RT @nytopinion: The marches taking place across the country this weekend are really about the soul of America https://t.co/ZSWbN25mes https…,Sat Jun 30 13:23:05 +0000 2018,@nytimes,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0,82
82,"“I knew God would not leave us out,” Lionel Messi said after Argentina qualified for the round of 16 https://t.co/FQHIdwxlho",Sat Jun 30 13:11:02 +0000 2018,@nytimes,"{'neg': 0.0, 'neu': 0.847, 'pos': 0.153, 'compound': 0.3067}",0.153,0.0,0.847,0.3067,83
83,"Modern Love: ""'There’s something I have to tell you,' John said. Do you remember ever wanting to hear the sentence… https://t.co/SypeCLHJVe",Sat Jun 30 13:02:05 +0000 2018,@nytimes,"{'neg': 0.0, 'neu': 0.819, 'pos': 0.181, 'compound': 0.6369}",0.181,0.0,0.819,0.6369,84
84,"""It was like a weight had been lifted from my shoulders. I didn’t know how heavy it was until I put it down.""

How… https://t.co/vCUC5qguxf",Sat Jun 30 12:42:02 +0000 2018,@nytimes,"{'neg': 0.0, 'neu': 0.894, 'pos': 0.106, 'compound': 0.3612}",0.106,0.0,0.894,0.3612,85
85,"In Opinion

Emma Brockes writes: ""A woman ran after me as I left a friend’s party and asked if I thought she should… https://t.co/P2JRh28n5T",Sat Jun 30 12:22:05 +0000 2018,@nytimes,"{'neg': 0.0, 'neu': 0.881, 'pos': 0.119, 'compound': 0.4019}",0.119,0.0,0.881,0.4019,86
86,Argentina vs. France: World Cup 2018 Live Updates https://t.co/kXp8lHlK2i,Sat Jun 30 12:19:53 +0000 2018,@nytimes,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0,87
87,Not sure what to do this weekend in NYC? We’ve got you. https://t.co/20rs7hLzeN,Sat Jun 30 12:00:18 +0000 2018,@nytimes,"{'neg': 0.0, 'neu': 0.839, 'pos': 0.161, 'compound': 0.3182}",0.161,0.0,0.839,0.3182,88
88,Your laptop is probably dirty and gross. It might be time to clean it. https://t.co/FZpPPUfVX1,Sat Jun 30 11:46:03 +0000 2018,@nytimes,"{'neg': 0.29, 'neu': 0.58, 'pos': 0.13, 'compound': -0.5106}",0.13,0.29,0.58,-0.5106,89
89,France faces Argentina in the round of 16 today. Many of the players on the World Cup stage came from this sprawl o… https://t.co/KVFHox0VLU,Sat Jun 30 11:31:06 +0000 2018,@nytimes,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0,90
90,"Here's the 2018 election calendar 
https://t.co/R4SZfQgqJb",Sat Jun 30 11:14:07 +0000 2018,@nytimes,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0,91
91,"RT @nytpolitics: Larry Kudlow, the White House economic adviser, said the federal budget deficit is “rapidly” decreasing. Three sources of…",Sat Jun 30 11:02:03 +0000 2018,@nytimes,"{'neg': 0.124, 'neu': 0.876, 'pos': 0.0, 'compound': -0.4019}",0.0,0.124,0.876,-0.4019,92
92,"The Week in Good News: A Helpful Teenager, the Belize Barrier Reef, Bird-Watching https://t.co/gUrdsMG8bX",Sat Jun 30 10:39:12 +0000 2018,@nytimes,"{'neg': 0.087, 'neu': 0.581, 'pos': 0.331, 'compound': 0.6369}",0.331,0.087,0.581,0.6369,93
93,Our newsroom doesn’t have a poet laureate. But this guy is pretty close. https://t.co/yjECtusWSW,Sat Jun 30 10:29:02 +0000 2018,@nytimes,"{'neg': 0.0, 'neu': 0.789, 'pos': 0.211, 'compound': 0.4939}",0.211,0.0,0.789,0.4939,94
94,Frugal Traveler: The Frugal Five https://t.co/RoZRnD8OVN,Sat Jun 30 10:12:16 +0000 2018,@nytimes,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0,95
95,Airline stopover programs can double your destinations--here's how to get the most out of them https://t.co/WjZwnnZ5C5,Sat Jun 30 10:10:43 +0000 2018,@nytimes,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0,96
96,“We have a Haring!” A Keith Haring mural comes out of hiding in Amsterdam. https://t.co/vo6hspj9TZ,Sat Jun 30 09:52:22 +0000 2018,@nytimes,"{'neg': 0.172, 'neu': 0.828, 'pos': 0.0, 'compound': -0.3595}",0.0,0.172,0.828,-0.3595,97
97,"RT @nytmedia: “When your newspaper is covering a community, it’s a much more intimate relationship that you have with readers. And they let…",Sat Jun 30 09:36:03 +0000 2018,@nytimes,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0,98
98,"Spain’s Migrant Wave Grows, Even as Europe’s Subsides https://t.co/c31idLjmSj",Sat Jun 30 09:12:24 +0000 2018,@nytimes,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0,99
99,"Chobani, the Greek yogurt maker with progressive workplace policies and a large refugee workforce, has a major new… https://t.co/AQh3BBsSHT",Sat Jun 30 09:07:12 +0000 2018,@nytimes,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0,100
